3.842466171,3.971963984,-0.009378931,-0.443412406,0.003972705,0.003810656,-0.201404322,1.207602662,-1.252748326,-0.238227404
4.019627077,4.154201425,0.649399277,0.015891945,0.003993367,0.003907128,-0.270129563,-0.049018915,-0.721046812,0.637534457
3.136273922,3.970971334,0.877829273,-0.191012668,0.00402074,0.003965406,-0.232311786,1.619213499,0.469192371,-2.410717993
3.51055337,4.525683567,0.248662834,0.211063172,0.003992577,0.00409563,-0.284631044,1.061867009,-0.435492164,0.107201109
3.917788976,3.806048883,-0.682581311,-0.203227482,0.003885541,0.003927804,-0.211113431,1.978970925,-1.048014947,1.221581774
2.53787805,4.310276644,0.528131224,-0.06794521,0.004026492,0.003988903,-0.196584109,1.851471613,-1.254575457,-0.676544378
3.469042462,4.276193616,0.207909573,0.093996542,0.003740675,0.003575531,-0.278037531,2.328933611,1.270317898,-2.006733478
3.783901053,3.90796142,0.39746535,0.058477215,0.004000818,0.003759116,-0.141807204,0.924325904,-3.178059441,0.576716791
3.867658241,4.173173708,0.737873527,-0.204010793,0.003930475,0.003833416,-0.236504366,1.45588399,2.619780245,-1.141332162
3.565819309,4.282121662,0.357166736,-0.009739632,0.004066046,0.003626311,-0.251226534,0.687546106,1.793257116,0.465875994
3.302841695,3.588088497,0.083774356,-0.2812855,0.004119366,0.004008619,-0.214068191,2.835391736,-0.486837472,-0.075691125
3.180397487,3.762858626,-0.204868607,-0.478365033,0.003951924,0.003920205,-0.23812348,0.201140515,0.896428418,0.579565035
3.541781942,4.235597307,0.747169853,0.066275442,0.004018466,0.003924073,-0.245284978,2.900485463,-0.408307604,-0.896601221
4.343543254,3.729429562,0.361356439,0.225733692,0.003841766,0.003955623,-0.208164016,0.64225923,-0.678474621,-1.940761707
2.917088794,4.015922684,0.056843485,0.178134136,0.003693837,0.003984267,-0.214761735,1.15815553,-0.513454237,1.585816801
3.355539698,4.455965961,1.142401328,0.120656304,0.003992544,0.003756734,-0.192967903,0.917645745,-0.105536703,0.592605382
2.987530213,4.630592909,-0.36246802,-0.212160255,0.003756989,0.003743138,-0.310911362,1.643440386,-1.735944418,-0.527015852
3.755317556,3.893470156,-0.269853812,0.0462356,0.004181201,0.003807473,-0.228346049,0.86655911,-0.942680663,-0.295014234
3.523193222,4.352377654,1.043781666,0.01802648,0.004037545,0.003810888,-0.181660038,1.131858974,-0.169079661,-2.150234006
4.017953669,4.242688149,0.439504528,-0.030544226,0.004163276,0.004035851,-0.254054762,0.91276889,0.436442101,0.199238737
3.015903768,3.889170857,0.750213197,0.395651048,0.004062953,0.003848284,-0.201065499,0.742349229,-2.884581296,0.345684526
3.188611083,4.140289594,0.430627403,-0.302022,0.004021896,0.003781663,-0.268152169,1.54783479,0.633212666,-2.243599696
3.265904316,3.941648727,-0.237183321,0.054562314,0.003943627,0.003667928,-0.144402317,0.744155958,-1.050087436,-1.335352601
3.705179666,3.970056646,-0.054009269,-0.067197936,0.004064628,0.003882653,-0.217575571,2.172070228,-0.498658103,-0.932686294
3.406456147,4.133340525,0.088511908,0.113299446,0.004042562,0.003869225,-0.168403778,0.054015562,-0.896482104,1.315139711
3.45403469,4.074869528,0.331999599,0.012517601,0.004010869,0.003810334,-0.213890968,2.530108056,-2.0040858,0.302163901
3.536710323,4.032038436,0.089848333,-0.14928005,0.003754686,0.003777365,-0.187533519,1.895427731,-0.341817674,-0.592979098
3.20861263,3.769207175,0.264731462,-0.043053086,0.004324331,0.003882286,-0.201159623,0.007645546,0.839611754,-2.542881005
3.481748176,3.607474376,0.880819988,0.141696443,0.003745929,0.003939314,-0.184946234,1.269632026,1.672742887,1.605075466
3.240355765,3.942424847,0.528403707,-0.335070849,0.004101553,0.003674912,-0.240096699,-0.139181022,-0.843644294,-1.420694982
2.940651784,3.684594535,0.363598986,0.081585422,0.004177646,0.003542968,-0.159338679,1.396892768,-0.271857108,0.652974049
3.41096247,3.782706481,0.322213147,-0.263366523,0.003994281,0.003745138,-0.242258753,0.934525068,-2.015130527,1.173693857
3.657091095,4.084962798,-0.052715636,0.071704402,0.00410207,0.003683137,-0.184967001,0.330826982,-0.238173845,1.092827186
3.103501126,4.045961905,0.264764306,-0.143244041,0.004177858,0.003980063,-0.163907568,0.44935317,0.209164,0.310161098
